tile_id,city_id,city_name,split,visual_qa_reason,image_path,semantic_mask_path,validity_mask_path,provenance_mask_path,support_mask_path,conflict_mask_path,buildings_fraction_valid,roads_fraction_valid,vegetation_fraction_valid,bare_land_fraction_valid,water_fraction_valid,conflict_fraction_source_pixels
DE18_r005_c004,DE18,Freiburg,test,evaluation_city_representative,data\processed\dataset_v3_1\tiles\test\DE18_Freiburg\images\DE18_r005_c004_image.tif,data\processed\dataset_v3_1\tiles\test\DE18_Freiburg\semantic_masks\DE18_r005_c004_semantic.tif,data\processed\dataset_v3_1\tiles\test\DE18_Freiburg\validity_masks\DE18_r005_c004_validity.tif,data\processed\dataset_v3_1\tiles\test\DE18_Freiburg\provenance_masks\DE18_r005_c004_provenance.tif,data\processed\dataset_v3_1\tiles\test\DE18_Freiburg\support_masks\DE18_r005_c004_support.tif,data\processed\dataset_v3_1\tiles\test\DE18_Freiburg\conflict_masks\DE18_r005_c004_conflict.tif,0.1122917418888946,0.068886367153247,0.8024707278072936,0.0,0.0163511631505648,0.2147674560546875
DE19_r005_c006,DE19,Kiel,test,evaluation_city_representative,data\processed\dataset_v3_1\tiles\test\DE19_Kiel\images\DE19_r005_c006_image.tif,data\processed\dataset_v3_1\tiles\test\DE19_Kiel\semantic_masks\DE19_r005_c006_semantic.tif,data\processed\dataset_v3_1\tiles\test\DE19_Kiel\validity_masks\DE19_r005_c006_validity.tif,data\processed\dataset_v3_1\tiles\test\DE19_Kiel\provenance_masks\DE19_r005_c006_provenance.tif,data\processed\dataset_v3_1\tiles\test\DE19_Kiel\support_masks\DE19_r005_c006_support.tif,data\processed\dataset_v3_1\tiles\test\DE19_Kiel\conflict_masks\DE19_r005_c006_conflict.tif,0.3101512270216426,0.0909776932596818,0.095746928672764,0.0,0.5031241510459115,0.1205902099609375
DE20_r006_c005,DE20,Rostock,test,evaluation_city_representative,data\processed\dataset_v3_1\tiles\test\DE20_Rostock\images\DE20_r006_c005_image.tif,data\processed\dataset_v3_1\tiles\test\DE20_Rostock\semantic_masks\DE20_r006_c005_semantic.tif,data\processed\dataset_v3_1\tiles\test\DE20_Rostock\validity_masks\DE20_r006_c005_validity.tif,data\processed\dataset_v3_1\tiles\test\DE20_Rostock\provenance_masks\DE20_r006_c005_provenance.tif,data\processed\dataset_v3_1\tiles\test\DE20_Rostock\support_masks\DE20_r006_c005_support.tif,data\processed\dataset_v3_1\tiles\test\DE20_Rostock\conflict_masks\DE20_r006_c005_conflict.tif,0.1815899028612965,0.0801889909469371,0.7382211061917663,0.0,0.0,0.249176025390625
DE04_r009_c000,DE04,Stuttgart,train,high_buildings,data\processed\dataset_v3_1\tiles\train\DE04_Stuttgart\images\DE04_r009_c000_image.tif,data\processed\dataset_v3_1\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r009_c000_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE04_Stuttgart\validity_masks\DE04_r009_c000_validity.tif,data\processed\dataset_v3_1\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r009_c000_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE04_Stuttgart\support_masks\DE04_r009_c000_support.tif,data\processed\dataset_v3_1\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r009_c000_conflict.tif,0.74609375,0.1836993243243243,0.0503589527027027,0.0,0.0198479729729729,0.2093963623046875
DE06_r006_c005,DE06,Nuremberg,train,high_buildings,data\processed\dataset_v3_1\tiles\train\DE06_Nuremberg\images\DE06_r006_c005_image.tif,data\processed\dataset_v3_1\tiles\train\DE06_Nuremberg\semantic_masks\DE06_r006_c005_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE06_Nuremberg\validity_masks\DE06_r006_c005_validity.tif,data\processed\dataset_v3_1\tiles\train\DE06_Nuremberg\provenance_masks\DE06_r006_c005_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE06_Nuremberg\support_masks\DE06_r006_c005_support.tif,data\processed\dataset_v3_1\tiles\train\DE06_Nuremberg\conflict_masks\DE06_r006_c005_conflict.tif,0.7562259493211355,0.2125172438829594,0.031256806795905,0.0,0.0,0.22149658203125
DE08_r009_c002,DE08,Cologne,train,high_bare_land,data\processed\dataset_v3_1\tiles\train\DE08_Cologne\images\DE08_r009_c002_image.tif,data\processed\dataset_v3_1\tiles\train\DE08_Cologne\semantic_masks\DE08_r009_c002_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE08_Cologne\validity_masks\DE08_r009_c002_validity.tif,data\processed\dataset_v3_1\tiles\train\DE08_Cologne\provenance_masks\DE08_r009_c002_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE08_Cologne\support_masks\DE08_r009_c002_support.tif,data\processed\dataset_v3_1\tiles\train\DE08_Cologne\conflict_masks\DE08_r009_c002_conflict.tif,0.0569851068598089,0.0137725892875333,0.5007028910213313,0.3802946030193753,0.0482448098119511,0.08746337890625
DE11_r006_c000,DE11,Hamburg,train,high_source_conflict,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\images\DE11_r006_c000_image.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c000_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c000_validity.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c000_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c000_support.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c000_conflict.tif,0.0289718035515043,0.0135592579284782,0.3562851037273776,0.0,0.6011838347926398,0.5201873779296875
DE11_r006_c003,DE11,Hamburg,train,high_water,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\images\DE11_r006_c003_image.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c003_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c003_validity.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c003_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c003_support.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c003_conflict.tif,0.1052596224894203,0.0320413783838248,0.0515886343789883,0.0,0.8111103647477665,0.0738983154296875
DE11_r006_c004,DE11,Hamburg,train,high_water,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\images\DE11_r006_c004_image.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c004_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c004_validity.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\provenance_masks\DE11_r006_c004_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\support_masks\DE11_r006_c004_support.tif,data\processed\dataset_v3_1\tiles\train\DE11_Hamburg\conflict_masks\DE11_r006_c004_conflict.tif,0.1557007125890736,0.0418052256532066,0.0451306413301662,0.0,0.7573634204275534,0.1003875732421875
DE13_r005_c009,DE13,Hanover,train,high_bare_land,data\processed\dataset_v3_1\tiles\train\DE13_Hanover\images\DE13_r005_c009_image.tif,data\processed\dataset_v3_1\tiles\train\DE13_Hanover\semantic_masks\DE13_r005_c009_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE13_Hanover\validity_masks\DE13_r005_c009_validity.tif,data\processed\dataset_v3_1\tiles\train\DE13_Hanover\provenance_masks\DE13_r005_c009_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE13_Hanover\support_masks\DE13_r005_c009_support.tif,data\processed\dataset_v3_1\tiles\train\DE13_Hanover\conflict_masks\DE13_r005_c009_conflict.tif,0.1342194710807748,0.0256722027247354,0.502252190012988,0.2855445325669439,0.0523116036145577,0.0892486572265625
DE14_r005_c006,DE14,Berlin,train,high_roads,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\images\DE14_r005_c006_image.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\semantic_masks\DE14_r005_c006_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\validity_masks\DE14_r005_c006_validity.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\provenance_masks\DE14_r005_c006_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\support_masks\DE14_r005_c006_support.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\conflict_masks\DE14_r005_c006_conflict.tif,0.5187404773996953,0.2301675977653631,0.2510919248349416,0.0,0.0,0.28973388671875
DE14_r006_c006,DE14,Berlin,train,high_source_conflict,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\images\DE14_r006_c006_image.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\semantic_masks\DE14_r006_c006_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\validity_masks\DE14_r006_c006_validity.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\provenance_masks\DE14_r006_c006_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\support_masks\DE14_r006_c006_support.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\conflict_masks\DE14_r006_c006_conflict.tif,0.6113220815752461,0.1790787623066104,0.0895569620253164,0.0,0.120042194092827,0.2950592041015625
DE14_r008_c003,DE14,Berlin,train,high_roads,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\images\DE14_r008_c003_image.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\semantic_masks\DE14_r008_c003_semantic.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\validity_masks\DE14_r008_c003_validity.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\provenance_masks\DE14_r008_c003_provenance.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\support_masks\DE14_r008_c003_support.tif,data\processed\dataset_v3_1\tiles\train\DE14_Berlin\conflict_masks\DE14_r008_c003_conflict.tif,0.5381303813038131,0.247413356486506,0.2144562622096809,0.0,0.0,0.235107421875
DE15_r005_c004,DE15,Leipzig,val,evaluation_city_representative,data\processed\dataset_v3_1\tiles\val\DE15_Leipzig\images\DE15_r005_c004_image.tif,data\processed\dataset_v3_1\tiles\val\DE15_Leipzig\semantic_masks\DE15_r005_c004_semantic.tif,data\processed\dataset_v3_1\tiles\val\DE15_Leipzig\validity_masks\DE15_r005_c004_validity.tif,data\processed\dataset_v3_1\tiles\val\DE15_Leipzig\provenance_masks\DE15_r005_c004_provenance.tif,data\processed\dataset_v3_1\tiles\val\DE15_Leipzig\support_masks\DE15_r005_c004_support.tif,data\processed\dataset_v3_1\tiles\val\DE15_Leipzig\conflict_masks\DE15_r005_c004_conflict.tif,0.3006023452257904,0.1114160459065473,0.5508429268988131,0.0,0.0371386819688491,0.2922515869140625
DE16_r006_c004,DE16,Dresden,val,evaluation_city_representative,data\processed\dataset_v3_1\tiles\val\DE16_Dresden\images\DE16_r006_c004_image.tif,data\processed\dataset_v3_1\tiles\val\DE16_Dresden\semantic_masks\DE16_r006_c004_semantic.tif,data\processed\dataset_v3_1\tiles\val\DE16_Dresden\validity_masks\DE16_r006_c004_validity.tif,data\processed\dataset_v3_1\tiles\val\DE16_Dresden\provenance_masks\DE16_r006_c004_provenance.tif,data\processed\dataset_v3_1\tiles\val\DE16_Dresden\support_masks\DE16_r006_c004_support.tif,data\processed\dataset_v3_1\tiles\val\DE16_Dresden\conflict_masks\DE16_r006_c004_conflict.tif,0.3002263012320845,0.1533101045296167,0.5366212866841481,0.0021911706598656,0.0076511368942849,0.2644195556640625
DE17_r006_c006,DE17,Munster,val,evaluation_city_representative,data\processed\dataset_v3_1\tiles\val\DE17_Munster\images\DE17_r006_c006_image.tif,data\processed\dataset_v3_1\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c006_semantic.tif,data\processed\dataset_v3_1\tiles\val\DE17_Munster\validity_masks\DE17_r006_c006_validity.tif,data\processed\dataset_v3_1\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c006_provenance.tif,data\processed\dataset_v3_1\tiles\val\DE17_Munster\support_masks\DE17_r006_c006_support.tif,data\processed\dataset_v3_1\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c006_conflict.tif,0.3629791585851818,0.1354515639877279,0.4282187819585993,0.0,0.073350495468491,0.201904296875
