city_id,city_name,split,stac_item_id,collection,acquisition_datetime,platform,platform_matches,instrument_mode,mode_matches,orbit_direction,orbit_matches,relative_orbit,absolute_orbit,incidence_angle,product_type,polarisations,has_vv_vh,coverage_fraction,coverage_percent,temporal_score,selection_score,product_download_url,product_size_bytes,product_size_gb,product_checksum,product_filename,vv_download_url,vh_download_url
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG,sentinel-1-grd,2025-07-13T05:42:43.613815Z,sentinel-1a,True,IW,True,descending,True,139,60061,38.89255651166572,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9903716108717239,0.897592902717931,https://download.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/$value,1236366430,1.23636643,d50110147e44f02e09da8a5c313b419935cac7,S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/Nodes(S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250713t054243-20250713t054308-060061-077642-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/Nodes(S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250713t054243-20250713t054308-060061-077642-002-cog.tiff)/$value
DE02,Heidelberg,train,S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG,sentinel-1-grd,2025-07-13T05:42:43.613815Z,sentinel-1a,True,IW,True,descending,True,139,60061,38.89255651166572,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9903716108717239,0.897592902717931,https://download.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/$value,1236366430,1.23636643,d50110147e44f02e09da8a5c313b419935cac7,S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/Nodes(S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250713t054243-20250713t054308-060061-077642-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/Nodes(S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250713t054243-20250713t054308-060061-077642-002-cog.tiff)/$value
DE03,Karlsruhe,train,S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG,sentinel-1-grd,2025-07-20T05:34:45.508523Z,sentinel-1a,True,IW,True,descending,True,66,60163,38.97625899627973,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9714072614018544,0.8928518153504637,https://download.dataspace.copernicus.eu/odata/v1/Products(7213d6af-bb78-4967-8773-4ed3f2d942ec)/$value,1234562591,1.234562591,d50110b469ae0d6df82fef6d0c88cb1676250d,S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(7213d6af-bb78-4967-8773-4ed3f2d942ec)/Nodes(S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250720t053445-20250720t053510-060163-0779c8-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(7213d6af-bb78-4967-8773-4ed3f2d942ec)/Nodes(S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250720t053445-20250720t053510-060163-0779c8-002-cog.tiff)/$value
DE04,Stuttgart,train,S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG,sentinel-1-grd,2025-07-20T05:34:45.508523Z,sentinel-1a,True,IW,True,descending,True,66,60163,38.97625899627973,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9714072614018544,0.8928518153504637,https://download.dataspace.copernicus.eu/odata/v1/Products(7213d6af-bb78-4967-8773-4ed3f2d942ec)/$value,1234562591,1.234562591,d50110b469ae0d6df82fef6d0c88cb1676250d,S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(7213d6af-bb78-4967-8773-4ed3f2d942ec)/Nodes(S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250720t053445-20250720t053510-060163-0779c8-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(7213d6af-bb78-4967-8773-4ed3f2d942ec)/Nodes(S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250720t053445-20250720t053510-060163-0779c8-002-cog.tiff)/$value
DE05,Munich,train,S1A_IW_GRDH_1SDV_20250711T170738_20250711T170803_060039_077585_136D_COG,sentinel-1-grd,2025-07-11T17:07:38.179864Z,sentinel-1a,True,IW,True,ascending,False,117,60039,38.93504419456142,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9820417286394455,0.7455104321598613,https://download.dataspace.copernicus.eu/odata/v1/Products(ee2f3fff-676a-419f-a201-38cd57d8cde0)/$value,1238557348,1.238557348,d501106d0c626063cd2eaf9af3f38ccc94c94a,S1A_IW_GRDH_1SDV_20250711T170738_20250711T170803_060039_077585_136D_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(ee2f3fff-676a-419f-a201-38cd57d8cde0)/Nodes(S1A_IW_GRDH_1SDV_20250711T170738_20250711T170803_060039_077585_136D_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250711t170738-20250711t170803-060039-077585-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(ee2f3fff-676a-419f-a201-38cd57d8cde0)/Nodes(S1A_IW_GRDH_1SDV_20250711T170738_20250711T170803_060039_077585_136D_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250711t170738-20250711t170803-060039-077585-002-cog.tiff)/$value
DE06,Nuremberg,train,S1A_IW_GRDH_1SDV_20250715T052633_20250715T052658_060090_077749_BBDE_COG,sentinel-1-grd,2025-07-15T05:26:33.008671Z,sentinel-1a,True,IW,True,descending,True,168,60090,38.97042768838128,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9987608145699883,0.8996902036424971,https://download.dataspace.copernicus.eu/odata/v1/Products(300cdfb8-53d4-41db-bdd7-732ab84e2c11)/$value,1238534894,1.238534894,d501106ddbd009099cbab4571b64d3dcb61597,S1A_IW_GRDH_1SDV_20250715T052633_20250715T052658_060090_077749_BBDE_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(300cdfb8-53d4-41db-bdd7-732ab84e2c11)/Nodes(S1A_IW_GRDH_1SDV_20250715T052633_20250715T052658_060090_077749_BBDE_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250715t052633-20250715t052658-060090-077749-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(300cdfb8-53d4-41db-bdd7-732ab84e2c11)/Nodes(S1A_IW_GRDH_1SDV_20250715T052633_20250715T052658_060090_077749_BBDE_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250715t052633-20250715t052658-060090-077749-002-cog.tiff)/$value
DE07,Frankfurt,train,S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG,sentinel-1-grd,2025-07-13T05:42:43.613815Z,sentinel-1a,True,IW,True,descending,True,139,60061,38.89255651166572,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9903716108717239,0.897592902717931,https://download.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/$value,1236366430,1.23636643,d50110147e44f02e09da8a5c313b419935cac7,S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/Nodes(S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250713t054243-20250713t054308-060061-077642-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/Nodes(S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250713t054243-20250713t054308-060061-077642-002-cog.tiff)/$value
DE08,Cologne,train,S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG,sentinel-1-grd,2025-07-13T05:42:18.614253Z,sentinel-1a,True,IW,True,descending,True,139,60061,38.86381497607908,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9903700297417654,0.8975925074354414,https://download.dataspace.copernicus.eu/odata/v1/Products(b431fc6f-1f2a-4537-a96a-3a297164669c)/$value,1241756650,1.24175665,d5011077075504f93e5c33f7bf1e851b7fac4a,S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(b431fc6f-1f2a-4537-a96a-3a297164669c)/Nodes(S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250713t054218-20250713t054243-060061-077642-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(b431fc6f-1f2a-4537-a96a-3a297164669c)/Nodes(S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250713t054218-20250713t054243-060061-077642-002-cog.tiff)/$value
DE09,Dusseldorf,train,S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG,sentinel-1-grd,2025-07-13T05:42:18.614253Z,sentinel-1a,True,IW,True,descending,True,139,60061,38.86381497607908,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9903700297417654,0.8975925074354414,https://download.dataspace.copernicus.eu/odata/v1/Products(b431fc6f-1f2a-4537-a96a-3a297164669c)/$value,1241756650,1.24175665,d5011077075504f93e5c33f7bf1e851b7fac4a,S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(b431fc6f-1f2a-4537-a96a-3a297164669c)/Nodes(S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250713t054218-20250713t054243-060061-077642-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(b431fc6f-1f2a-4537-a96a-3a297164669c)/Nodes(S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250713t054218-20250713t054243-060061-077642-002-cog.tiff)/$value
DE10,Dortmund,train,S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG,sentinel-1-grd,2025-07-13T05:42:18.614253Z,sentinel-1a,True,IW,True,descending,True,139,60061,38.86381497607908,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9903700297417654,0.8975925074354414,https://download.dataspace.copernicus.eu/odata/v1/Products(b431fc6f-1f2a-4537-a96a-3a297164669c)/$value,1241756650,1.24175665,d5011077075504f93e5c33f7bf1e851b7fac4a,S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(b431fc6f-1f2a-4537-a96a-3a297164669c)/Nodes(S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250713t054218-20250713t054243-060061-077642-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(b431fc6f-1f2a-4537-a96a-3a297164669c)/Nodes(S1A_IW_GRDH_1SDV_20250713T054218_20250713T054243_060061_077642_C89D_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250713t054218-20250713t054243-060061-077642-002-cog.tiff)/$value
