city_id,city_name,split,stac_item_id,collection,acquisition_datetime,platform,platform_matches,instrument_mode,mode_matches,orbit_direction,orbit_matches,relative_orbit,absolute_orbit,incidence_angle,product_type,polarisations,has_vv_vh,coverage_fraction,coverage_percent,temporal_score,selection_score,product_download_url,product_size_bytes,product_size_gb,product_checksum,product_filename,vv_download_url,vh_download_url
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG,sentinel-1-grd,2025-07-13T05:42:43.613815Z,sentinel-1a,True,IW,True,descending,True,139,60061,38.89255651166572,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9903716108717239,0.997592902717931,https://download.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/$value,1236366430,1.23636643,d50110147e44f02e09da8a5c313b419935cac7,S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/Nodes(S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250713t054243-20250713t054308-060061-077642-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(8e1ce1ec-d2c8-461f-9d89-14f6a5a0a7ab)/Nodes(S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250713t054243-20250713t054308-060061-077642-002-cog.tiff)/$value
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG,sentinel-1-grd,2025-07-20T05:34:45.508523Z,sentinel-1a,True,IW,True,descending,True,66,60163,38.97625899627973,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9714072614018544,0.9928518153504636,https://download.dataspace.copernicus.eu/odata/v1/Products(7213d6af-bb78-4967-8773-4ed3f2d942ec)/$value,1234562591,1.234562591,d50110b469ae0d6df82fef6d0c88cb1676250d,S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(7213d6af-bb78-4967-8773-4ed3f2d942ec)/Nodes(S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250720t053445-20250720t053510-060163-0779c8-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(7213d6af-bb78-4967-8773-4ed3f2d942ec)/Nodes(S1A_IW_GRDH_1SDV_20250720T053445_20250720T053510_060163_0779C8_DD28_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250720t053445-20250720t053510-060163-0779c8-002-cog.tiff)/$value
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250708T053446_20250708T053511_059988_0773C3_4A30_COG,sentinel-1-grd,2025-07-08T05:34:46.137681Z,sentinel-1a,True,IW,True,descending,True,66,59988,38.97972347894346,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.963019007898262,0.9907547519745655,https://download.dataspace.copernicus.eu/odata/v1/Products(38fdbbb8-0318-4742-90d1-5e266621fbb3)/$value,1237173664,1.237173664,d5011058734ab6ac05f00390afe3ddb8cd535a,S1A_IW_GRDH_1SDV_20250708T053446_20250708T053511_059988_0773C3_4A30_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(38fdbbb8-0318-4742-90d1-5e266621fbb3)/Nodes(S1A_IW_GRDH_1SDV_20250708T053446_20250708T053511_059988_0773C3_4A30_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250708t053446-20250708t053511-059988-0773c3-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(38fdbbb8-0318-4742-90d1-5e266621fbb3)/Nodes(S1A_IW_GRDH_1SDV_20250708T053446_20250708T053511_059988_0773C3_4A30_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250708t053446-20250708t053511-059988-0773c3-002-cog.tiff)/$value
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250725T054243_20250725T054308_060236_077C52_F536_COG,sentinel-1-grd,2025-07-25T05:42:43.112364Z,sentinel-1a,True,IW,True,descending,True,139,60236,38.8927545069903,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9440546503513965,0.9860136625878492,https://download.dataspace.copernicus.eu/odata/v1/Products(1e8a2235-ba38-4f8c-9e31-8a4b14fd76c1)/$value,1243973714,1.243973714,d50110bcaab7302f011622ec8c0db4480fb319,S1A_IW_GRDH_1SDV_20250725T054243_20250725T054308_060236_077C52_F536_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(1e8a2235-ba38-4f8c-9e31-8a4b14fd76c1)/Nodes(S1A_IW_GRDH_1SDV_20250725T054243_20250725T054308_060236_077C52_F536_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250725t054243-20250725t054308-060236-077c52-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(1e8a2235-ba38-4f8c-9e31-8a4b14fd76c1)/Nodes(S1A_IW_GRDH_1SDV_20250725T054243_20250725T054308_060236_077C52_F536_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250725t054243-20250725t054308-060236-077c52-002-cog.tiff)/$value
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250701T054244_20250701T054309_059886_077040_38B7_COG,sentinel-1-grd,2025-07-01T05:42:44.232974Z,sentinel-1a,True,IW,True,descending,True,139,59886,38.89652167827881,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9247978795394404,0.9811994698848601,https://download.dataspace.copernicus.eu/odata/v1/Products(cbce9727-f6da-423c-b592-7c13c07a7203)/$value,1246001541,1.246001541,d50110b4dcb7e516dd18ffdd64e555948de530,S1A_IW_GRDH_1SDV_20250701T054244_20250701T054309_059886_077040_38B7_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(cbce9727-f6da-423c-b592-7c13c07a7203)/Nodes(S1A_IW_GRDH_1SDV_20250701T054244_20250701T054309_059886_077040_38B7_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250701t054244-20250701t054309-059886-077040-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(cbce9727-f6da-423c-b592-7c13c07a7203)/Nodes(S1A_IW_GRDH_1SDV_20250701T054244_20250701T054309_059886_077040_38B7_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250701t054244-20250701t054309-059886-077040-002-cog.tiff)/$value
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250801T053445_20250801T053510_060338_077FCB_7FE4_COG,sentinel-1-grd,2025-08-01T05:34:45.254109Z,sentinel-1a,True,IW,True,descending,True,66,60338,38.97693605590717,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.9058335070007969,0.9764583767501992,https://download.dataspace.copernicus.eu/odata/v1/Products(2e29b9f5-5973-4a6b-b41b-9a1579b54e52)/$value,1250092829,1.250092829,d501102c9d243f13fb086a230d4cff3b951adb,S1A_IW_GRDH_1SDV_20250801T053445_20250801T053510_060338_077FCB_7FE4_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(2e29b9f5-5973-4a6b-b41b-9a1579b54e52)/Nodes(S1A_IW_GRDH_1SDV_20250801T053445_20250801T053510_060338_077FCB_7FE4_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250801t053445-20250801t053510-060338-077fcb-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(2e29b9f5-5973-4a6b-b41b-9a1579b54e52)/Nodes(S1A_IW_GRDH_1SDV_20250801T053445_20250801T053510_060338_077FCB_7FE4_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250801t053445-20250801t053510-060338-077fcb-002-cog.tiff)/$value
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250626T053446_20250626T053511_059813_076DB6_711E_COG,sentinel-1-grd,2025-06-26T05:34:46.818843Z,sentinel-1a,True,IW,True,descending,True,66,59813,38.97823289960295,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.8974452804874393,0.9743613201218598,https://download.dataspace.copernicus.eu/odata/v1/Products(54c1abbd-ff64-451c-a958-ecfeac78603a)/$value,1243992998,1.243992998,d50110c12d23344ee3e88d03ab4b448730f336,S1A_IW_GRDH_1SDV_20250626T053446_20250626T053511_059813_076DB6_711E_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(54c1abbd-ff64-451c-a958-ecfeac78603a)/Nodes(S1A_IW_GRDH_1SDV_20250626T053446_20250626T053511_059813_076DB6_711E_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250626t053446-20250626t053511-059813-076db6-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(54c1abbd-ff64-451c-a958-ecfeac78603a)/Nodes(S1A_IW_GRDH_1SDV_20250626T053446_20250626T053511_059813_076DB6_711E_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250626t053446-20250626t053511-059813-076db6-002-cog.tiff)/$value
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250806T054242_20250806T054307_060411_078251_C8C5_COG,sentinel-1-grd,2025-08-06T05:42:42.934195Z,sentinel-1a,True,IW,True,descending,True,139,60411,38.89244245159198,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.8784808911281243,0.9696202227820311,https://download.dataspace.copernicus.eu/odata/v1/Products(75a4126f-9b60-4570-9236-dae56011bab8)/$value,1233638638,1.233638638,d50110f135fd0d26b08f07b06c678fd90f6192,S1A_IW_GRDH_1SDV_20250806T054242_20250806T054307_060411_078251_C8C5_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(75a4126f-9b60-4570-9236-dae56011bab8)/Nodes(S1A_IW_GRDH_1SDV_20250806T054242_20250806T054307_060411_078251_C8C5_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250806t054242-20250806t054307-060411-078251-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(75a4126f-9b60-4570-9236-dae56011bab8)/Nodes(S1A_IW_GRDH_1SDV_20250806T054242_20250806T054307_060411_078251_C8C5_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250806t054242-20250806t054307-060411-078251-002-cog.tiff)/$value
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250619T054244_20250619T054309_059711_076A25_161B_COG,sentinel-1-grd,2025-06-19T05:42:44.714351Z,sentinel-1a,True,IW,True,descending,True,139,59711,38.89375117347986,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.8592241394929543,0.9648060348732386,https://download.dataspace.copernicus.eu/odata/v1/Products(426228c5-ce82-48d1-a1c4-b5516ba2b58a)/$value,1249373875,1.249373875,d50110b6b01a09eebfba01830604abe4f442d0,S1A_IW_GRDH_1SDV_20250619T054244_20250619T054309_059711_076A25_161B_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(426228c5-ce82-48d1-a1c4-b5516ba2b58a)/Nodes(S1A_IW_GRDH_1SDV_20250619T054244_20250619T054309_059711_076A25_161B_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250619t054244-20250619t054309-059711-076a25-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(426228c5-ce82-48d1-a1c4-b5516ba2b58a)/Nodes(S1A_IW_GRDH_1SDV_20250619T054244_20250619T054309_059711_076A25_161B_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250619t054244-20250619t054309-059711-076a25-002-cog.tiff)/$value
DE01,Mannheim,train,S1A_IW_GRDH_1SDV_20250813T053445_20250813T053510_060513_078654_CF15_COG,sentinel-1-grd,2025-08-13T05:34:45.185651Z,sentinel-1a,True,IW,True,descending,True,66,60513,38.97572447630414,IW_GRDH_1S,"[""VV"", ""VH""]",True,1.0,100.0,0.8402597408387092,0.9600649352096773,https://download.dataspace.copernicus.eu/odata/v1/Products(3dc5343d-5fbb-4867-b57f-f77a79853412)/$value,1235374460,1.23537446,d501105428a83663b65caf0fd89b74a0ac826c,S1A_IW_GRDH_1SDV_20250813T053445_20250813T053510_060513_078654_CF15_COG.SAFE.zip,https://zipper.dataspace.copernicus.eu/odata/v1/Products(3dc5343d-5fbb-4867-b57f-f77a79853412)/Nodes(S1A_IW_GRDH_1SDV_20250813T053445_20250813T053510_060513_078654_CF15_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vv-20250813t053445-20250813t053510-060513-078654-001-cog.tiff)/$value,https://zipper.dataspace.copernicus.eu/odata/v1/Products(3dc5343d-5fbb-4867-b57f-f77a79853412)/Nodes(S1A_IW_GRDH_1SDV_20250813T053445_20250813T053510_060513_078654_CF15_COG.SAFE)/Nodes(measurement)/Nodes(s1a-iw-grd-vh-20250813t053445-20250813t053510-060513-078654-002-cog.tiff)/$value
