city_id,city_name,status,input_raster,output_raster,aoi_file,utm_epsg,width,height,pixel_size_m,validation,error,left,bottom,right,top,duration_seconds,band_1_name,band_1_mean,band_1_std,band_1_p01,band_1_p50,band_1_p95,band_1_p99,band_1_valid_percent,band_2_name,band_2_mean,band_2_std,band_2_p01,band_2_p50,band_2_p95,band_2_p99,band_2_valid_percent
DE01,Mannheim,skipped_valid,data\interim\sar_buffered\DE01_Mannheim\DE01_Mannheim_S1_TC_buffered.tif,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\aoi\cities\DE01_Mannheim_aoi.gpkg,32632,3000,3000,10.0,valid,,,,,,,,,,,,,,,,,,,,,,
DE02,Heidelberg,cropped_valid,data\interim\sar_buffered\DE02_Heidelberg\DE02_Heidelberg_S1_TC_buffered.tif,data\processed\sar\DE02_Heidelberg\DE02_Heidelberg_S1_VV_VH.tif,data\aoi\cities\DE02_Heidelberg_aoi.gpkg,32632,3000,3000,10.0,valid,,461230.41702031455,5456841.618231593,491230.41702031455,5486841.618231593,11.266735,Sigma0_VV,0.1957511454820633,1.6899837255477905,0.0088383499532938,0.1061505526304245,0.5057293176651001,1.4029319286346436,100.0,Sigma0_VH,0.03429228812456131,0.11212705075740814,0.0017384495586156845,0.02254212275147438,0.09559523314237595,0.2051691859960556,100.0
DE03,Karlsruhe,cropped_valid,data\interim\sar_buffered\DE03_Karlsruhe\DE03_Karlsruhe_S1_TC_buffered.tif,data\processed\sar\DE03_Karlsruhe\DE03_Karlsruhe_S1_VV_VH.tif,data\aoi\cities\DE03_Karlsruhe_aoi.gpkg,32632,3000,3000,10.0,valid,,441391.24642737134,5413394.106587356,471391.24642737134,5443394.106587356,10.238762,Sigma0_VV,0.16212444007396698,1.0006862878799438,0.007810117211192846,0.10304662585258484,0.35770606994628906,1.161407470703125,100.0,Sigma0_VH,0.031040839850902557,0.20684829354286194,0.0017139461124315858,0.02364843711256981,0.06896951794624329,0.1622847318649292,100.0
DE04,Stuttgart,cropped_valid,data\interim\sar_buffered\DE04_Stuttgart\DE04_Stuttgart_S1_TC_buffered.tif,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\aoi\cities\DE04_Stuttgart_aoi.gpkg,32632,3000,3000,10.0,valid,,498437.70616791205,5387549.149969402,528437.7061679121,5417549.149969402,8.986422,Sigma0_VV,0.23093752562999725,1.1515663862228394,0.026055773720145226,0.1215166300535202,0.542417049407959,1.8574209213256836,100.0,Sigma0_VH,0.043207619339227676,0.17096784710884094,0.004363857675343752,0.02697800286114216,0.10578557848930359,0.2827303409576416,100.0
DE05,Munich,skipped_valid,data\interim\sar_buffered\DE05_Munich\DE05_Munich_S1_TC_buffered.tif,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\aoi\cities\DE05_Munich_aoi.gpkg,32632,3000,3000,10.0,valid,,,,,,,,,,,,,,,,,,,,,,
DE06,Nuremberg,cropped_valid,data\interim\sar_buffered\DE06_Nuremberg\DE06_Nuremberg_S1_TC_buffered.tif,data\processed\sar\DE06_Nuremberg\DE06_Nuremberg_S1_VV_VH.tif,data\aoi\cities\DE06_Nuremberg_aoi.gpkg,32632,3000,3000,10.0,valid,,635510.4733126876,5464788.6269730525,665510.4733126876,5494788.6269730525,8.40414,Sigma0_VV,0.23002630472183228,2.9393415451049805,0.026622729375958443,0.12686088681221008,0.44871407747268677,1.7436434030532837,100.0,Sigma0_VH,0.038720451295375824,0.1098184883594513,0.005510610993951559,0.03094247356057167,0.0772557333111763,0.1885751336812973,100.0
DE07,Frankfurt,cropped_valid,data\interim\sar_buffered\DE07_Frankfurt\DE07_Frankfurt_S1_TC_buffered.tif,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\aoi\cities\DE07_Frankfurt_aoi.gpkg,32632,3000,3000,10.0,valid,,462269.50839400734,5536009.574938818,492269.50839400734,5566009.574938818,8.665713,Sigma0_VV,0.2333725541830063,2.6600546836853027,0.01601717248558998,0.12305574864149094,0.565169095993042,1.9466586112976074,100.0,Sigma0_VH,0.04488370940089226,0.48515748977661133,0.0025196184869855642,0.02672761306166649,0.10973028838634491,0.31916511058807373,100.0
DE08,Cologne,cropped_valid,data\interim\sar_buffered\DE08_Cologne\DE08_Cologne_S1_TC_buffered.tif,data\processed\sar\DE08_Cologne\DE08_Cologne_S1_VV_VH.tif,data\aoi\cities\DE08_Cologne_aoi.gpkg,32632,3000,3000,10.0,valid,,341689.07368864154,5629855.7336777095,371689.07368864154,5659855.7336777095,8.983437,Sigma0_VV,0.2501637041568756,1.877563714981079,0.009087110869586468,0.11814860999584198,0.6304724216461182,2.2383265495300293,100.0,Sigma0_VH,0.04195729270577431,0.16512438654899597,0.001979563385248184,0.026260415092110634,0.11613642424345016,0.2904646694660187,100.0
DE09,Dusseldorf,cropped_valid,data\interim\sar_buffered\DE09_Dusseldorf\DE09_Dusseldorf_S1_TC_buffered.tif,data\processed\sar\DE09_Dusseldorf\DE09_Dusseldorf_S1_VV_VH.tif,data\aoi\cities\DE09_Dusseldorf_aoi.gpkg,32632,3000,3000,10.0,valid,,329541.7297870738,5662501.947899519,359541.7297870738,5692501.947899519,8.561601,Sigma0_VV,0.22361434996128082,2.0604610443115234,0.008973576128482819,0.10626526921987534,0.5404946804046631,1.908769965171814,100.0,Sigma0_VH,0.038009874522686005,0.20737120509147644,0.001992326695472002,0.02334514632821083,0.10348187386989594,0.26920706033706665,100.0
DE10,Dortmund,cropped_valid,data\interim\sar_buffered\DE10_Dortmund\DE10_Dortmund_S1_TC_buffered.tif,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\aoi\cities\DE10_Dortmund_aoi.gpkg,32632,3000,3000,10.0,valid,,378506.8353732135,5693058.186498104,408506.8353732135,5723058.186498104,9.243283,Sigma0_VV,0.19330477714538574,2.799891948699951,0.016467474400997162,0.10705789923667908,0.45594653487205505,1.4713200330734253,100.0,Sigma0_VH,0.035310499370098114,0.1402723342180252,0.003008834784850478,0.024060947820544243,0.0885106772184372,0.2141275554895401,100.0
