tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path
DE01_r000_c000,DE01,Mannheim,train,0,0,0,0,256,256,256,256,65536,0,0.0,52913,0.8073883056640625,0.8073883056640625,12623,0.1926116943359375,1653,0.0252227783203125,1779,0.03362122729763952,0.0271453857421875,1250,0.023623684160792243,0.019073486328125,49884,0.9427550885415682,0.76116943359375,0,0.0,0.0,0,0.0,0.0,273,0.005159412620717026,16415,0.31022622039952374,36225,0.6846143669797592,273,0,1733,0,10703,3979,36225,446324.5904690316,5494228.165275654,448884.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
DE01_r000_c001,DE01,Mannheim,train,0,1,0,256,256,256,256,256,65536,0,0.0,51574,0.786956787109375,0.786956787109375,13962,0.213043212890625,2525,0.0385284423828125,3051,0.05915771512777756,0.0465545654296875,1477,0.02863846124015977,0.0225372314453125,47046,0.9122038236320626,0.717864990234375,0,0.0,0.0,0,0.0,0.0,383,0.0074262225152208474,21319,0.4133672005273975,29872,0.5792065769573816,383,0,2981,0,17023,1315,29872,448884.5904690316,5494228.165275654,451444.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
DE01_r000_c002,DE01,Mannheim,train,0,2,0,512,256,256,256,256,65536,0,0.0,40096,0.61181640625,0.61181640625,25440,0.38818359375,6759,0.1031341552734375,6025,0.1502643655227454,0.0919342041015625,2986,0.07447126895450917,0.045562744140625,30815,0.768530526735834,0.4701995849609375,0,0.0,0.0,270,0.006733838786911413,0.004119873046875,890,0.022196727853152434,22243,0.5547436153232242,16963,0.4230596568236233,890,0,5756,0,16077,410,16963,451444.5904690316,5494228.165275654,454004.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
DE01_r000_c003,DE01,Mannheim,train,0,3,0,768,256,256,256,256,65536,0,0.0,53149,0.8109893798828125,0.8109893798828125,12387,0.1890106201171875,3136,0.0478515625,895,0.016839451353741368,0.0136566162109375,997,0.01875858435718452,0.0152130126953125,46745,0.879508551430883,0.7132720947265625,0,0.0,0.0,4512,0.08489341285819112,0.06884765625,136,0.002558844004590867,32175,0.6053735724096408,20838,0.3920675835857683,136,0,1366,0,26288,4521,20838,454004.5904690316,5494228.165275654,456564.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
DE01_r000_c004,DE01,Mannheim,train,0,4,0,1024,256,256,256,256,65536,0,0.0,57354,0.875152587890625,0.875152587890625,8182,0.124847412109375,3556,0.05426025390625,603,0.010513652055654358,0.0092010498046875,250,0.004358893887087213,0.003814697265625,49549,0.8639153328451372,0.7560577392578125,0,0.0,0.0,6952,0.12121212121212122,0.1060791015625,210,0.0036614708651532585,31964,0.5573107368274227,25180,0.43902779230742406,210,0,785,0,28750,2429,25180,456564.5904690316,5494228.165275654,459124.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
DE01_r000_c005,DE01,Mannheim,train,0,5,0,1280,256,256,256,256,65536,0,0.0,45516,0.69451904296875,0.69451904296875,20020,0.30548095703125,6746,0.102935791015625,3427,0.07529220493892258,0.0522918701171875,2269,0.049850601986114774,0.0346221923828125,32572,0.7156164865102381,0.49700927734375,0,0.0,0.0,7248,0.1592407065647245,0.110595703125,529,0.01162228666842429,27226,0.598163283241058,17761,0.3902144300905176,529,0,3525,0,23659,42,17761,459124.5904690316,5494228.165275654,461684.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
DE01_r000_c006,DE01,Mannheim,train,0,6,0,1536,256,256,256,256,65536,0,0.0,54154,0.826324462890625,0.826324462890625,11382,0.173675537109375,2773,0.0423126220703125,2523,0.04658935628023784,0.0384979248046875,1174,0.021678915684898624,0.017913818359375,50239,0.9277061712892861,0.7665863037109375,218,0.0040255567455774275,0.003326416015625,0,0.0,0.0,612,0.011301104258226538,18893,0.34887542933116666,34649,0.6398234664106068,612,0,2358,0,16287,248,34649,461684.5904690316,5494228.165275654,464244.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
DE01_r000_c007,DE01,Mannheim,train,0,7,0,1792,256,256,256,256,65536,0,0.0,62191,0.9489593505859375,0.9489593505859375,3345,0.0510406494140625,1172,0.01788330078125,593,0.009535141740766348,0.0090484619140625,348,0.005595664967599814,0.00531005859375,61250,0.9848691932916338,0.934600830078125,0,0.0,0.0,0,0.0,0.0,252,0.004052033252399865,5093,0.08189287839076394,56846,0.9140550883568362,252,0,2071,0,2692,330,56846,464244.5904690316,5494228.165275654,466804.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
DE01_r000_c008,DE01,Mannheim,train,0,8,0,2048,256,256,256,256,65536,0,0.0,57360,0.875244140625,0.875244140625,8176,0.124755859375,2227,0.0339813232421875,242,0.004218967921896792,0.003692626953125,603,0.01051255230125523,0.0092010498046875,54592,0.9517433751743375,0.8330078125,1923,0.03352510460251046,0.0293426513671875,0,0.0,0.0,77,0.0013423988842398884,17803,0.31037308228730826,39480,0.6882845188284519,77,0,1980,0,15026,797,39480,466804.5904690316,5494228.165275654,469364.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
DE01_r000_c009,DE01,Mannheim,train,0,9,0,2304,256,256,256,256,65536,0,0.0,39830,0.607757568359375,0.607757568359375,25706,0.392242431640625,621,0.0094757080078125,381,0.009565654029625911,0.0058135986328125,460,0.011549083605322622,0.00701904296875,38989,0.9788852623650515,0.5949249267578125,0,0.0,0.0,0,0.0,0.0,388,0.009741400954054732,26702,0.6703991965854883,12740,0.31985940246045697,388,0,14632,0,11989,81,12740,469364.5904690316,5494228.165275654,471924.5904690316,5496788.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif
