city_id,city_name,split,candidate_tile_count,source_pixel_count,padding_pixel_count,valid_pixel_count,ignore_pixel_count,valid_fraction_source_pixels,ignore_fraction_source_pixels,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,roads_pixel_count,roads_fraction_valid,vegetation_pixel_count,vegetation_fraction_valid,bare_land_pixel_count,bare_land_fraction_valid,water_pixel_count,water_fraction_valid,support_1_fraction_valid,support_2_fraction_valid,support_3_fraction_valid
DE01,Mannheim,train,144,9000000,437184,6399715,2600285,0.7110794444444445,0.28892055555555557,0.078978,556662,0.08698231093103365,280419,0.04381741999448413,5255120,0.8211490667943807,15644,0.002444483855921709,291870,0.04560671842417983,0.03206533415941178,0.5502341901162786,0.4177004757243096
DE02,Heidelberg,train,144,9000000,437184,5611683,3388317,0.6235203333333333,0.37647966666666666,0.04858766666666667,446433,0.07955420860372904,239249,0.04263409034330699,4766958,0.849470292602059,12307,0.0021931032098570073,146736,0.026148305241048008,0.04838637535299125,0.5601248324254952,0.39148879222151356
DE03,Karlsruhe,train,144,9000000,437184,6860659,2139341,0.7622954444444444,0.23770455555555556,0.06816844444444445,395025,0.05757828803326328,205745,0.029989101630032915,5979074,0.871501411161814,9469,0.0013801881131244099,271346,0.03955101106176535,0.01842782158390324,0.48949204442313776,0.49208013399295897
DE04,Stuttgart,train,144,9000000,437184,6384644,2615356,0.7094048888888889,0.29059511111111114,0.08886033333333333,664467,0.10407267813209319,342886,0.05370479544356741,5322866,0.8336981670395405,11388,0.0017836546563911786,43037,0.006740704728407723,0.030894126594998874,0.5190289388100574,0.45007693459494374
DE05,Munich,train,144,9000000,437184,6159451,2840549,0.6843834444444444,0.31561655555555557,0.09001466666666667,689010,0.11186224226802031,314922,0.051128258021697064,4978522,0.8082736594543897,29685,0.004819423029747294,147312,0.023916417226145643,0.03324435895341971,0.5455103060321448,0.42124533501443556
DE06,Nuremberg,train,144,9000000,437184,6615710,2384290,0.7350788888888888,0.2649211111111111,0.04514144444444444,489212,0.07394701400152062,260054,0.03930855493968145,5798613,0.8764914121084509,17891,0.0027043204735394994,49940,0.007548698476807478,0.051620914459672505,0.6439358738517861,0.3044432116885414
DE07,Frankfurt,train,144,9000000,437184,6039859,2960141,0.6710954444444445,0.32890455555555553,0.04852211111111111,655850,0.1085869719806373,317959,0.05264344747120752,4961370,0.8214380501266668,7597,0.0012578108197558917,97083,0.016073719601732425,0.08630598826893145,0.7087301210177257,0.2049638907133428
DE08,Cologne,train,144,9000000,437184,5685618,3314382,0.6317353333333333,0.3682646666666667,0.09889333333333333,758441,0.133396404753186,320061,0.0562930889834667,4251618,0.7477846735394463,64429,0.011331925570799867,291069,0.051193907153101036,0.025092610864817157,0.551196721271109,0.42371066786407385
DE09,Dusseldorf,train,144,9000000,437184,5641554,3358446,0.6268393333333333,0.37316066666666664,0.09253777777777777,722402,0.1280501790818629,321773,0.057036235051547854,4291704,0.7607308199123859,14706,0.0026067285715956987,290969,0.0515760373826077,0.032962194459186245,0.6454638207841314,0.3215739847566823
DE10,Dortmund,train,144,9000000,437184,5473993,3526007,0.6082214444444445,0.3917785555555556,0.09532311111111111,665587,0.12159076564401891,340079,0.06212631254734889,4325951,0.7902733890964055,28713,0.005245348322513383,113663,0.020764184389713322,0.029918927554346525,0.6501296220144965,0.3199514504311569
DE11,Hamburg,train,144,9000000,437184,5033675,3966325,0.5592972222222222,0.4407027777777778,0.08689922222222222,804953,0.1599135820250612,339408,0.06742747594948025,3395726,0.6746017571654904,31777,0.0063128827347812486,461811,0.09174430212518686,0.07331383134588546,0.7009034154966302,0.22578275315748433
DE12,Bremen,train,144,9000000,437184,6126897,2873103,0.6807663333333334,0.3192336666666667,0.032101,492834,0.08043778114761845,233965,0.03818654042984564,5175135,0.84465839722783,10415,0.0016998816856232445,214548,0.035017399509082656,0.078028241702121,0.8660780489699762,0.05589370932790285
