tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction,unlabeled_pixel_count,semantic_nodata_pixel_count,buildings_pixel_count,roads_pixel_count,vegetation_pixel_count,bare_land_pixel_count,water_pixel_count,contains_buildings,contains_roads,contains_vegetation,contains_bare_land,contains_water,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,image_path,semantic_mask_path,validity_mask_path,image_sha256,semantic_sha256,validity_sha256,tile_qa_status,city_tile_manifest,city_tile_qa_report,total_tile_pixels,invalid_pixel_count,invalid_fraction,buildings_fraction_valid,roads_fraction_valid,vegetation_fraction_valid,bare_land_fraction_valid,water_fraction_valid,five_class_pixel_count,class_accounting_difference,vegetation_dominant_90,vegetation_dominant_95,urban_rich,road_rich,building_rich,bare_land_rich,water_rich,classes_ge_5pct,mixed_informative,passes_validity,v2_building_rich,v2_road_rich,v2_bare_land_rich,v2_water_rich,minority_rich,v2_classes_ge_5pct,v2_mixed_informative,protected_tile,extreme_vegetation,vegetation_control_keep,selected_v2,v2_selection_reason,selected_v21,v21_selection_reason
DE01_r000_c000,DE01,Mannheim,train,0,0,0,0,256,256,256,256,0,0.0,49705,0.7584381103515625,15831,0,1779,1491,46321,113,1,True,True,True,True,True,446324.5904690316,5494228.165275654,448884.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c000_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c000_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c000_validity.tif,e5d3648211a79d5c6519556dba1d796c697434661ac25a5066b564e861f1b72f,583f5440b2a620d2d093cd2eeef462208b73df4aa75e3e5244e529273465a75a,35788162b9fbf4374891a0eeef465a65e1236efe8ebbb2adcc2f65acc294720e,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,15831,0.2415618896484375,0.0357911678905542,0.0299969821949502,0.9319183180766524,0.0022734131375113,2.011870033195856e-05,49705,0,True,False,False,False,False,False,False,1,False,True,False,False,False,False,False,1,False,False,False,False,True,standard_valid_tile,True,standard_valid_tile
DE01_r000_c001,DE01,Mannheim,train,0,1,0,256,256,256,256,256,0,0.0,51130,0.780181884765625,14406,0,3051,1797,46269,11,2,True,True,True,True,True,448884.5904690316,5494228.165275654,451444.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c001_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c001_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c001_validity.tif,a330903985ee07c555d865fd45fc90f8e54a976079d05a8fe2000d2508598416,f4422711c8117bbcc0b8f4fcf95d5bb846da9e5bf4e635fe6eb02b60d564bdc8,be37f2b40260196ba3cc252bb1e56d336737dce264b83e61b910baa3a27953da,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,14406,0.219818115234375,0.05967142577743,0.0351457070213182,0.9049286133385488,0.0002151378838255,3.911597887737141e-05,51130,0,True,False,False,False,False,False,False,2,False,True,False,False,False,False,False,2,False,False,False,False,True,standard_valid_tile,True,standard_valid_tile
DE01_r000_c002,DE01,Mannheim,train,0,2,0,512,256,256,256,256,0,0.0,43784,0.6680908203125,21752,0,6025,4158,32511,720,370,True,True,True,True,True,451444.5904690316,5494228.165275654,454004.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c002_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c002_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c002_validity.tif,cf4651ab5ba4e2240b0899ac8281a80526fe1462cf14e374acc4662e194f5f19,143fc6b86199758011361ddc43062a4a419e5b5d3c00a7b7a82e9d973df9ab4d,31a8c895902e548ae9bbd8078946ab650f9e993b16373616d7c2a4c224a0b69a,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,21752,0.3319091796875,0.1376073451489128,0.0949661976977891,0.7425315183628722,0.0164443632377124,0.0084505755527133,43784,0,False,False,True,False,True,False,False,3,True,True,True,False,False,False,True,3,True,True,False,False,True,building_rich+mixed_informative,True,building_rich+mixed_informative
DE01_r000_c003,DE01,Mannheim,train,0,3,0,768,256,256,256,256,0,0.0,56910,0.868377685546875,8626,0,895,1395,53789,67,764,True,True,True,True,True,454004.5904690316,5494228.165275654,456564.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c003_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c003_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c003_validity.tif,d1df11cf4babe46bb4895643a2c469275af9b3d21dd798f9ce6f381026e1f690,48d4a4d0c68443935f13b21b121dfb1c65ad479ab775127750412c0440b56ed3,8e7f7e1bb3a77e8092faa0bb3f7de927379d6daee63af0635b7a0903356bff56,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,8626,0.131622314453125,0.0157265858372869,0.0245123879810226,0.9451590230188016,0.0011772974872605,0.0134247056756281,56910,0,True,False,False,False,False,False,False,1,False,True,False,False,False,False,False,1,False,False,False,False,True,standard_valid_tile,True,standard_valid_tile
DE01_r000_c004,DE01,Mannheim,train,0,4,0,1024,256,256,256,256,0,0.0,60383,0.9213714599609376,5153,0,603,632,49950,112,9086,True,True,True,True,True,456564.5904690316,5494228.165275654,459124.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c004_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c004_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c004_validity.tif,1d54720eb76ac54aadce7aa090bab5881ef2367d8c2b3975a1a8832f7efe6686,f47d514ffe8105f1b5a0d3063c3eb3bf4621e9211efebda2c739d608c405e894,cbd70205e93dafa321b50c57f3a39da064c5cfe0a5706fffe757b37b1dbcb0d4,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,5153,0.0786285400390625,0.0099862544093536,0.0104665220343474,0.8272195816703377,0.0018548266896311,0.1504728151963301,60383,0,False,False,False,False,False,False,True,2,False,True,False,False,False,True,True,2,False,True,False,False,True,water_rich,True,water_rich
DE01_r000_c005,DE01,Mannheim,train,0,5,0,1280,256,256,256,256,0,0.0,50010,0.763092041015625,15526,0,3427,3240,35507,0,7836,True,True,True,False,True,459124.5904690316,5494228.165275654,461684.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c005_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c005_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c005_validity.tif,728be0fc49280b8320680e91c633f29b8a1c018bc6236de1a4551670b9f97454,a353de40ffd832653dade9d5406c7c3d46ac3e545429c11f3dbc37d475d62e05,fda177e8866acd5a1350c6160f910b4c679fcaa22aa73ece950f8612ebe1328a,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,15526,0.236907958984375,0.0685262947410517,0.0647870425914817,0.70999800039992,0.0,0.1566886622675465,50010,0,False,False,False,False,False,False,True,4,True,True,False,False,False,True,True,4,True,True,False,False,True,water_rich+mixed_informative,True,water_rich+mixed_informative
DE01_r000_c006,DE01,Mannheim,train,0,6,0,1536,256,256,256,256,0,0.0,56578,0.863311767578125,8958,0,2523,1592,52242,219,2,True,True,True,True,True,461684.5904690316,5494228.165275654,464244.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c006_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c006_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c006_validity.tif,fadf46f6f0939d1355879e6bba4c3dbd7a99f9f68427c1f3eb5827f0c0fefbd4,678d7d5543ed3a8e877497b6f32bb9bdc434b49e52d772e5e80b0a6b1dfae926,30b90ec49fc1d5795b45849ac5337d4af3b3b79f2f95bba4bf955b6c9dab49e3,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,8958,0.136688232421875,0.0445933048181271,0.028138145568949,0.9233624376966312,0.0038707624871858,3.534942910671993e-05,56578,0,True,False,False,False,False,False,False,1,False,True,False,False,False,False,False,1,False,False,False,False,True,standard_valid_tile,True,standard_valid_tile
DE01_r000_c007,DE01,Mannheim,train,0,7,0,1792,256,256,256,256,0,0.0,62850,0.959014892578125,2686,0,593,511,61248,496,2,True,True,True,True,True,464244.5904690316,5494228.165275654,466804.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c007_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c007_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c007_validity.tif,6d844dcf33d3544edb66253a774bdbcd70dee5dd0846d816d68f973bd3c000ea,7cfffb6a443f1d11318e4aada1820b995fe490aa4bb39bf1f8c39c501c4149ed,643baea8a513b74a4a1022ae61e833aa75ac8dcd0c9ee5fce102b5afe760059c,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,2686,0.040985107421875,0.0094351630867144,0.0081304693715194,0.974510739856802,0.0078918058870326,3.182179793158313e-05,62850,0,True,True,False,False,False,False,False,1,False,True,False,False,False,False,False,1,False,False,True,False,False,vegetation_control_removed,False,vegetation_control_removed
DE01_r000_c008,DE01,Mannheim,train,0,8,0,2048,256,256,256,256,0,0.0,63214,0.964569091796875,2322,0,242,1127,58257,3265,323,True,True,True,True,True,466804.5904690316,5494228.165275654,469364.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c008_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c008_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c008_validity.tif,b45b2a563c721780a93da6aa4113751ea718aa9340c7f20dfe34cb0a289ec7be,50608d6db2b5d97ea1786a97fdcb5657d319ccc6097a795d4d3a3655e44ecb62,7336d4486f4c530351eb2657164e69c8f6d18088e1f3fbe662168f4b96205e7a,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,2322,0.035430908203125,0.0038282658904673,0.0178283291675894,0.9215838263675769,0.0516499509602303,0.0051096276141361,63214,0,True,False,False,False,False,True,False,2,False,True,False,False,True,False,True,2,False,True,False,False,True,bare_land_rich,True,bare_land_rich
DE01_r000_c009,DE01,Mannheim,train,0,9,0,2304,256,256,256,256,0,0.0,61662,0.940887451171875,3874,0,381,667,60509,0,105,True,True,True,False,True,469364.5904690316,5494228.165275654,471924.5904690316,5496788.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r000_c009_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r000_c009_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r000_c009_validity.tif,22293638ca5ef31a2577e630db62fba5e2bdb2c029e9148cce859a64c215ee0a,61e8f751dbf16143ed5596286b4d7c4148049b253a4cc9a88ce1f797611a0236,d6eb051920e6b518582753af3fe1201f18d80f7bd564c4502b753030877891d8,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536,3874,0.059112548828125,0.0061788459667218,0.0108170348026337,0.9813012876650123,0.0,0.0017028315656319,61662,0,True,True,False,False,False,False,False,1,False,True,False,False,False,False,False,1,False,False,True,False,False,vegetation_control_removed,False,vegetation_control_removed
